2020-07-03 16:28:27,343 [      0]   INFO -        #com.intellij.idea.Main - ------------------------------------------------------ IDE STARTED ------------------------------------------------------ 
2020-07-03 16:28:27,371 [     28]   INFO - .intellij.util.EnvironmentUtil - loading shell env: /usr/local/bin/bash -l -i -c '/Users/rfreedman/.gradle/caches/modules-2/files-2.1/com.jetbrains.intellij.idea/ideaIC/2020.1/cbeeb1f1aebd4c9ea8fb5ab990c5904a676fc41a/ideaIC-2020.1/bin/printenv.py' '/private/var/folders/kb/g1yq2x490_lfzr3d3hyfbhhr0000gn/T/intellij-shell-env.tmp' 
2020-07-03 16:28:27,378 [     35]   INFO -        #com.intellij.idea.Main - IDE: IntelliJ IDEA (build #IC-201.6668.121, 08 Apr 2020 11:09) 
2020-07-03 16:28:27,379 [     36]   INFO -        #com.intellij.idea.Main - OS: Mac OS X (10.15.5, x86_64) 
2020-07-03 16:28:27,379 [     36]   INFO -        #com.intellij.idea.Main - JRE: 11.0.6+8-b765.25 (JetBrains s.r.o) 
2020-07-03 16:28:27,379 [     36]   INFO -        #com.intellij.idea.Main - JVM: 11.0.6+8-b765.25 (OpenJDK 64-Bit Server VM) 
2020-07-03 16:28:27,382 [     39]   INFO -        #com.intellij.idea.Main - JVM Args: -Dapple.awt.fileDialogForDirectories=true -Dapple.laf.useScreenMenuBar=true -Didea.auto.reload.plugins=true -Didea.classpath.index.enabled=false -Didea.config.path=/Users/rfreedman/projects/intellij-rubber-duck-plugin-2/build/idea-sandbox/config -Didea.is.internal=true -Didea.platform.prefix=Idea -Didea.plugins.path=/Users/rfreedman/projects/intellij-rubber-duck-plugin-2/build/idea-sandbox/plugins -Didea.required.plugins.id=net.greybeardedgeek.intellij.plugin.rubberDuckToolWindow -Didea.smooth.progress=false -Didea.system.path=/Users/rfreedman/projects/intellij-rubber-duck-plugin-2/build/idea-sandbox/system -Xms256m -Xmx512m -Dfile.encoding=UTF-8 -Duser.country=US -Duser.language=en -Duser.variant -ea 
2020-07-03 16:28:27,382 [     39]   INFO -        #com.intellij.idea.Main - Locale=en_US JNU=UTF-8 file.encoding=UTF-8 
2020-07-03 16:28:27,382 [     39]   INFO - llij.ide.gdpr.EndUserAgreement - /Users/rfreedman/Library/Application Support/JetBrains/PrivacyPolicy/Cached (Permission denied) 
2020-07-03 16:28:27,789 [    446]   INFO -        #com.intellij.idea.Main - JNA library (64-bit) loaded in 422 ms 
2020-07-03 16:28:32,423 [   5080]   INFO - llij.ide.plugins.PluginManager - Plugin org.intellij.groovy misses optional descriptor duplicates-groovy.xml 
2020-07-03 16:28:32,424 [   5081]   INFO - llij.ide.plugins.PluginManager - Plugin org.intellij.groovy misses optional descriptor duplicates-detection-groovy.xml 
2020-07-03 16:28:34,149 [   6806]   INFO - ntellij.idea.ApplicationLoader - CPU cores: 8; ForkJoinPool.commonPool: java.util.concurrent.ForkJoinPool@3143211[Running, parallelism = 7, size = 0, active = 0, running = 0, steals = 0, tasks = 0, submissions = 0]; factory: com.intellij.concurrency.IdeaForkJoinWorkerThreadFactory@6a2dd2cd 
2020-07-03 16:28:34,292 [   6949]   WARN - i.mac.MacOSApplicationProvider - No URL bundle (CFBundleURLTypes) is defined in the main bundle.
To be able to open external links, specify protocols in the app layout section of the build file.
Example: args.urlSchemes = ["your-protocol"] will handle following links: your-protocol://open?file=file&line=line 
2020-07-03 16:28:37,096 [   9753]   INFO - llij.ide.plugins.PluginManager - Plugin com.intellij.java misses optional descriptor profiler-java.xml 
2020-07-03 16:28:37,427 [  10084]   INFO - llij.ide.plugins.PluginManager - Loaded bundled plugins: IDEA CORE (201.6668.121), com.intellij.platform.images (201.6668.121), JetBrains Repository Search (201.6668.121), Subversion (201.6668.121), XPathView + XSLT (201.6668.121), XSLT Debugger (201.6668.121), Smali Support (201.6668.121), Configuration Script (201.6668.121), Copyright (201.6668.121), Java (201.6668.121), Bytecode Viewer (201.6668.121), Git (201.6668.121), ChangeReminder (201.6668.121), Next File Prediction (201.6668.121), JUnit (201.6668.121), Task Management (201.6668.121), GitHub (201.6668.121), IntelliLang (201.6668.121), TestNG (201.6668.121), Code Coverage for Java (201.6668.121), Markdown (201.6668.121), Java IDE Customization (201.6668.121), Java Stream Debugger (201.6668.121), Eclipse Interoperability (201.6668.121), Java Bytecode Decompiler (201.6668.121), Gradle (201.6668.121), macOS Light Theme (201.6668.121), Windows 10 Light Theme (201.6668.121), Properties (201.6668.121), Ant (201.6668.121), Groovy (201.6668.121), Maven (201.6668.121), Gradle-Java (201.6668.121), Gradle-Maven (201.6668.121), Java Internationalization (201.6668.121), Kotlin (1.3.71-release-IJ2020.1-1), UI Designer (201.6668.121), Plugin DevKit (201.6668.121), JavaFX (201.6668.121), Resource Bundle Editor (201.6668.121), Machine Learning Code Completion (201.6668.121), Mercurial (201.6668.121), EditorConfig (201.6668.121), Terminal (201.6668.121), Android (10.3.6 RC 1), Shell Script (201.6668.121), TextMate bundles (201.6668.121), YAML (201.6668.121), Grazie (201.6668.121), Settings Repository (201.6668.121) 
2020-07-03 16:28:37,427 [  10084]   INFO - llij.ide.plugins.PluginManager - Loaded custom plugins: Rubber Duck (2.0.0) 
2020-07-03 16:28:37,622 [  10279]   INFO - .intellij.util.EnvironmentUtil - shell environment loaded (36 vars) 
2020-07-03 16:28:38,438 [  11095]   INFO - ellij.util.io.PagedFileStorage - lower=100; upper=492; buffer=10; max=492 
2020-07-03 16:28:38,558 [  11215]   INFO - tellij.util.io.FileChannelUtil - un-interruptible FileChannel-s will be used for indexes 
2020-07-03 16:28:38,573 [  11230]   INFO - fs.newvfs.persistent.FSRecords - Marking VFS as corrupted: '/Users/rfreedman/projects/intellij-rubber-duck-plugin-2/build/idea-sandbox/system/caches/names.dat' does not exist 
2020-07-03 16:28:38,582 [  11239]   INFO - m.intellij.ui.mac.touchbar.NST - nst library works properly, successfully created and released native touchbar object 
2020-07-03 16:28:38,628 [  11285]   WARN - j.internal.DebugAttachDetector - Unable to start DebugAttachDetector, please add `--add-exports java.base/jdk.internal.vm=ALL-UNNAMED` to VM options 
2020-07-03 16:28:38,651 [  11308]   INFO - rains.ide.BuiltInServerManager - built-in server started, port 63345 
2020-07-03 16:28:38,708 [  11365]   INFO - .history.utils.LocalHistoryLog - local history version mismatch (was: 0, expected: 6), rebuilding... 
2020-07-03 16:28:38,708 [  11365]   INFO - .history.utils.LocalHistoryLog - FS has been rebuild, rebuilding local history... 
2020-07-03 16:28:38,979 [  11636]   INFO - com.intellij.ide.ui.UISettings - Loaded: fontSize=13, fontScale=1.0; restored: fontSize=13, fontScale=1.0 
2020-07-03 16:28:39,103 [  11760]   INFO - til.net.ssl.CertificateManager - Default SSL context initialized 
2020-07-03 16:28:39,316 [  11973]   INFO - stubs.SerializationManagerImpl - Name storage is repaired 
2020-07-03 16:28:39,373 [  12030]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'FilenameIndex'; old = -1, new = 3 
2020-07-03 16:28:39,426 [  12083]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'FrameworkDetectionIndex'; old = -1, new = 0 
2020-07-03 16:28:39,434 [  12091]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'TodoIndex'; old = -1, new = 4107 
2020-07-03 16:28:39,611 [  12268]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'IdIndex'; old = -1, new = 4112 
2020-07-03 16:28:39,630 [  12287]   INFO - pl.local.NativeFileWatcherImpl - Starting file watcher: /Users/rfreedman/.gradle/caches/modules-2/files-2.1/com.jetbrains.intellij.idea/ideaIC/2020.1/cbeeb1f1aebd4c9ea8fb5ab990c5904a676fc41a/ideaIC-2020.1/bin/mac/fsnotifier 
2020-07-03 16:28:39,642 [  12299]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'filetypes'; old = -1, new = 2 
2020-07-03 16:28:39,733 [  12390]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'Stubs'; old = -1, new = 46 
2020-07-03 16:28:39,742 [  12399]   INFO - pl.local.NativeFileWatcherImpl - Native file watcher is operational. 
2020-07-03 16:28:39,933 [  12590]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'Trigram.Index'; old = -1, new = 4099 
2020-07-03 16:28:40,007 [  12664]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'fileIncludes'; old = -1, new = 6 
